school name,school county,alat,alon,grades,schoolScore
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.436120000000003,-97.820581,A+,100.0
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.324302000000003,-97.978717,B+,75.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.37115,-97.934235,B,66.67
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.4836,-97.861409,0,0.0
POPHAM ELEMENTARY,TRAVIS COUNTY,30.137731,-97.605848,D-,8.33
MANOR ELEMENTARY,TRAVIS COUNTY,30.335818,-97.54945500000001,C,41.67
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.224826,-97.85983399999999,C+,50.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.314864,-97.894697,A+,100.0
ALLISON ELEMENTARY,TRAVIS COUNTY,30.230997,-97.701582,C,41.67
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.157108,-97.840111,B+,75.0
PARMER LANE ELEMENTARY,TRAVIS COUNTY,30.425701,-97.69180899999999,C+,50.0
MAPLEWOOD ELEMENTARY,TRAVIS COUNTY,30.294269,-97.713673,C-,33.33
MILLS ELEMENTARY,TRAVIS COUNTY,30.222713,-97.907657,A,96.67
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.184624,-97.902401,A,96.67
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.225085999999997,-97.522143,0,0.0
BOONE ELEMENTARY,TRAVIS COUNTY,30.206721999999996,-97.833028,B+,75.0
LINDA HERRINGTON ELEMENTARY,WILLIAMSON COUNTY,30.531576,-97.618503,A,96.67
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.344875,-97.822436,A+,100.0
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.359303000000004,-97.83900899999999,B+,75.0
PATTON ELEMENTARY,TRAVIS COUNTY,30.247032,-97.831862,B,66.67
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.232020000000002,-97.955252,B-,58.33
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.273796,-97.808233,A-,83.34
POPHAM ELEMENTARY,TRAVIS COUNTY,30.127206,-97.593356,D-,8.33
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.224558000000002,-97.959369,B-,58.33
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.264916999999997,-97.919426,A+,100.0
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.434177000000002,-97.809719,A+,100.0
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.336445,-97.99985,A-,83.34
GREAT OAKS ELEMENTARY,WILLIAMSON COUNTY,30.495503999999997,-97.73066700000001,B+,75.0
GOVALLE ELEMENTARY,TRAVIS COUNTY,30.264678000000004,-97.706559,F,0.0
WALNUT CREEK ELEMENTARY,TRAVIS COUNTY,30.387344,-97.675938,D-,8.33
WIDEN ELEMENTARY,TRAVIS COUNTY,30.191144,-97.731127,F,0.0
ELM GROVE ELEMENTARY,HAYS COUNTY,30.117402000000002,-97.869253,C,41.67
CEDARS INTERNATIONAL ACADEMY,TRAVIS COUNTY,30.346133000000002,-97.694118,C-,33.33
MILLS ELEMENTARY,TRAVIS COUNTY,30.208533000000003,-97.888101,A,96.67
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.237555,-97.87994499999999,C+,50.0
BARTON HILLS ELEMENTARY,TRAVIS COUNTY,30.254013,-97.782214,A,96.67
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.447919,-97.575972,B-,58.33
BLACKLAND PRAIRIE ELEMENTARY,WILLIAMSON COUNTY,30.512649,-97.630198,A-,83.34
PARMER LANE ELEMENTARY,TRAVIS COUNTY,30.426396,-97.69851,C+,50.0
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.490108000000003,-97.559536,B+,75.0
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.338934000000002,-97.997964,A-,83.34
DOSS ELEMENTARY,TRAVIS COUNTY,30.348939,-97.76679200000001,A,96.67
PATTON ELEMENTARY,TRAVIS COUNTY,30.226821,-97.839972,B,66.67
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.375428000000003,-97.665944,B+,75.0
LIVE OAK ELEMENTARY,WILLIAMSON COUNTY,30.448659000000003,-97.769951,C,41.67
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.135128,-97.845158,C-,33.33
FERN BLUFF ELEMENTARY,WILLIAMSON COUNTY,30.521721999999997,-97.724166,A,96.67
VISTA ACADEMY OF AUSTIN-MUELLER,TRAVIS COUNTY,30.307264,-97.704975,C,41.67
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.358458000000002,-97.98931999999999,A-,83.34
FERN BLUFF ELEMENTARY,WILLIAMSON COUNTY,30.516879,-97.726046,A,96.67
WILLIAMS ELEMENTARY,TRAVIS COUNTY,30.188529,-97.786851,D,16.67
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.245009999999997,-97.55578299999999,0,0.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.280215000000002,-97.490939,D-,8.33
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.331560999999997,-97.964322,B+,75.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.273225,-97.48204799999999,D-,8.33
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.451571,-97.914934,0,0.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.318253000000002,-97.836738,A+,100.0
BOONE ELEMENTARY,TRAVIS COUNTY,30.203503,-97.843418,B+,75.0
C C MASON ELEMENTARY,WILLIAMSON COUNTY,30.516613,-97.863762,D,16.67
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.426065,-97.860989,B-,58.33
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.062244,-97.70604499999999,0,0.0
SUNSET VALLEY ELEMENTARY,TRAVIS COUNTY,30.237519,-97.808325,D+,25.0
HARMONY SCHOOL OF SCIENCE - AUSTIN,TRAVIS COUNTY,30.406243,-97.720541,C,41.67
TIMMERMAN ELEMENTARY,TRAVIS COUNTY,30.444315000000003,-97.623262,C,41.67
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.419675,-97.898535,B-,58.33
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.252182,-97.937954,A+,100.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.247182000000002,-97.87049300000001,C+,50.0
TRAVIS HTS ELEMENTARY,TRAVIS COUNTY,30.246722,-97.739373,C+,50.0
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.153108000000003,-97.747584,B-,58.33
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.499885,-97.91364899999999,D+,25.0
JOLLYVILLE ELEMENTARY,WILLIAMSON COUNTY,30.425978999999998,-97.74677,0,0.0
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.147692,-97.885149,B+,75.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.118099,-97.819726,C-,33.33
KIPP AUSTIN OBRAS,TRAVIS COUNTY,30.210874,-97.76303100000001,C-,33.33
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.372916999999998,-97.818523,B+,75.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.416483000000003,-97.96556899999999,0,0.0
CACTUS RANCH ELEMENTARY,WILLIAMSON COUNTY,30.534125,-97.71520699999999,A+,100.0
MILLS ELEMENTARY,TRAVIS COUNTY,30.232355,-97.909148,A,96.67
RUTH BARRON ELEMENTARY,TRAVIS COUNTY,30.419966,-97.637858,0,0.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.47185,-97.92227,0,0.0
BRYKER WOODS ELEMENTARY,TRAVIS COUNTY,30.30038,-97.745165,A-,83.34
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.291732,-97.959329,B+,75.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.306321999999998,-97.839208,A+,100.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.239273999999998,-97.57544,0,0.0
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.399767999999998,-97.76014599999999,A,96.67
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.269108000000003,-97.475049,D-,8.33
OLD TOWN ELEMENTARY,WILLIAMSON COUNTY,30.528940999999996,-97.703056,B-,58.33
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.274759999999997,-97.85849300000001,A-,83.34
POPHAM ELEMENTARY,TRAVIS COUNTY,30.130599,-97.64947,D-,8.33
WOOLDRIDGE ELEMENTARY,TRAVIS COUNTY,30.361878000000004,-97.714549,D+,25.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.235459999999996,-97.954075,B-,58.33
WELLS BRANCH ELEMENTARY,TRAVIS COUNTY,30.445465999999996,-97.673963,C-,33.33
EANES ELEMENTARY,TRAVIS COUNTY,30.297884000000003,-97.815329,A-,83.34
BECKER ELEMENTARY,TRAVIS COUNTY,30.260553,-97.761318,B-,58.33
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.375538,-97.477236,F,0.0
ALTAMIRA ACADEMY,TRAVIS COUNTY,30.187332,-97.783794,0,0.0
BARRINGTON ELEMENTARY,TRAVIS COUNTY,30.367790000000003,-97.69928399999999,D-,8.33
WALNUT CREEK ELEMENTARY,TRAVIS COUNTY,30.37143,-97.688769,D-,8.33
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.471919,-97.605541,B+,75.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.190188,-97.555539,D-,8.33
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.320259999999998,-97.74916999999999,B+,75.0
FOREST NORTH ELEMENTARY,WILLIAMSON COUNTY,30.460078999999997,-97.784454,C,41.67
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.129790000000003,-97.826792,C-,33.33
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.414655,-97.934032,B,66.67
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.39235,-97.946232,B,66.67
ANDREWS ELEMENTARY,TRAVIS COUNTY,30.323325,-97.683846,D-,8.33
ODOM ELEMENTARY,TRAVIS COUNTY,30.205384999999996,-97.780739,C,41.67
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.388343,-97.798743,A+,100.0
JOSEPH GILBERT ELEMENTARY,TRAVIS COUNTY,30.265249,-97.565919,D,16.67
OLD TOWN ELEMENTARY,WILLIAMSON COUNTY,30.533139000000002,-97.70805,B-,58.33
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.512248,-97.742239,B+,75.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.362105,-97.957858,B,66.67
FOREST CREEK ELEMENTARY,WILLIAMSON COUNTY,30.505874,-97.60418,B+,75.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.241219,-97.889994,C+,50.0
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.276940000000003,-97.760192,B+,75.0
DAWSON ELEMENTARY,TRAVIS COUNTY,30.234778000000002,-97.76226,C-,33.33
RALPH PFLUGER ELEMENTARY,HAYS COUNTY,30.021323,-97.796875,B,66.67
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.298965000000003,-97.489874,D-,8.33
RODRIGUEZ ELEMENTARY,TRAVIS COUNTY,30.195815000000003,-97.742583,F,0.0
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.141047999999998,-97.77799300000001,B-,58.33
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.361439,-97.833414,B+,75.0
PILLOW ELEMENTARY,TRAVIS COUNTY,30.360961,-97.728365,D,16.67
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.325444,-97.74538199999999,B+,75.0
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.528206,-97.87111,D+,25.0
POND SPRINGS ELEMENTARY,WILLIAMSON COUNTY,30.450257,-97.76095,B-,58.33
BRYKER WOODS ELEMENTARY,TRAVIS COUNTY,30.296518,-97.756723,A-,83.34
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.250166999999998,-97.914477,C+,50.0
PATTON ELEMENTARY,TRAVIS COUNTY,30.253584000000004,-97.830062,B,66.67
OLD TOWN ELEMENTARY,WILLIAMSON COUNTY,30.541727,-97.708188,B-,58.33
READ PRE-K CENTER,TRAVIS COUNTY,30.351131,-97.73816,0,0.0
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.307051,-97.99519599999999,B+,75.0
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.423935999999998,-97.52240400000001,B-,58.33
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.121625,-97.745148,B-,58.33
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.349896,-97.95755,A-,83.34
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.287777000000002,-97.879929,A+,100.0
HILL ELEMENTARY,TRAVIS COUNTY,30.372597999999996,-97.766432,B+,75.0
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.275747999999997,-97.78009300000001,B+,75.0
PARMER LANE ELEMENTARY,TRAVIS COUNTY,30.419318,-97.695167,C+,50.0
HOUSTON ELEMENTARY,TRAVIS COUNTY,30.198735,-97.75550799999999,F,0.0
GOVALLE ELEMENTARY,TRAVIS COUNTY,30.267497,-97.70113,F,0.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.370534000000003,-97.95180500000001,B,66.67
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.285897,-97.882214,A+,100.0
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.165744,-97.8693,B+,75.0
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.491788,-97.60639499999999,0,0.0
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.503553000000004,-97.727804,B+,75.0
VISTA ACADEMY OF AUSTIN-MUELLER,TRAVIS COUNTY,30.309952000000003,-97.704985,C,41.67
ELM GROVE ELEMENTARY,HAYS COUNTY,30.080621,-97.86964499999999,C,41.67
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.252504,-97.58313000000001,0,0.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.329015000000002,-97.795703,A+,100.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.441893,-97.929636,0,0.0
COWAN ELEMENTARY,TRAVIS COUNTY,30.195013,-97.825648,A-,83.34
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.433343,-97.657975,C,41.67
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.418260999999998,-97.945362,0,0.0
DECKER ELEMENTARY,TRAVIS COUNTY,30.307679999999998,-97.619188,D-,8.33
CASEY ELEMENTARY,TRAVIS COUNTY,30.175843,-97.80996800000001,D+,25.0
OAK SPRINGS ELEMENTARY,TRAVIS COUNTY,30.274103000000004,-97.710841,D-,8.33
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.425944,-97.929723,0,0.0
NORMAN ELEMENTARY,TRAVIS COUNTY,30.290228999999997,-97.679164,C,41.67
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.479338000000002,-97.631199,B+,75.0
BUDA ELEMENTARY,HAYS COUNTY,30.0761,-97.840514,C+,50.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.111548,-97.718763,0,0.0
GULLETT ELEMENTARY,TRAVIS COUNTY,30.346663,-97.747209,A+,100.0
HOUSTON ELEMENTARY,TRAVIS COUNTY,30.194939,-97.755421,F,0.0
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.435676,-97.78914,A+,100.0
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.506648,-97.730906,B+,75.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.121765000000003,-97.817084,C-,33.33
ADA MAE FAUBION ELEMENTARY,WILLIAMSON COUNTY,30.493664000000003,-97.836323,C-,33.33
GREAT OAKS ELEMENTARY,WILLIAMSON COUNTY,30.495890999999997,-97.72883399999999,B+,75.0
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.444734999999998,-97.615113,C,41.67
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.441565,-97.79411999999999,A+,100.0
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.203142,-97.944638,B+,75.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.208365999999998,-97.985711,B-,58.33
DOSS ELEMENTARY,TRAVIS COUNTY,30.355495,-97.775258,A,96.67
EANES ELEMENTARY,TRAVIS COUNTY,30.287278999999998,-97.792099,A-,83.34
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.328619,-97.777834,B+,75.0
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.431324,-97.844673,B-,58.33
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.434549,-97.82021800000001,A+,100.0
BATY ELEMENTARY,TRAVIS COUNTY,30.220222999999997,-97.724001,F,0.0
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.413574,-97.734825,B-,58.33
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.474182,-97.569727,B+,75.0
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.368895000000002,-97.66361500000001,B+,75.0
DAEP- ELEMENTARY,TRAVIS COUNTY,30.245325,-97.75616,0,0.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.307260999999997,-97.85560500000001,A+,100.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.370672999999996,-97.95486,B,66.67
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.145566,-97.855565,B+,75.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.196769,-97.560587,0,0.0
FOREST CREEK ELEMENTARY,WILLIAMSON COUNTY,30.509434000000002,-97.609675,B+,75.0
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.490909999999996,-97.59676800000001,0,0.0
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.378991999999997,-97.980568,A-,83.34
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.321253000000002,-97.98732199999999,B+,75.0
BLACKSHEAR ELEMENTARY,TRAVIS COUNTY,30.266896000000003,-97.72370500000001,B+,75.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.332704,-97.797768,A+,100.0
BLOCK HOUSE CREEK ELEMENTARY,WILLIAMSON COUNTY,30.537118,-97.843731,B,66.67
CASIS ELEMENTARY,TRAVIS COUNTY,30.314577000000003,-97.78626899999999,A,96.67
HILLCREST ELEMENTARY,TRAVIS COUNTY,30.133283000000002,-97.71726,D-,8.33
GATTIS ELEMENTARY,WILLIAMSON COUNTY,30.493290999999996,-97.64875500000001,C+,50.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.420925,-97.95846999999999,0,0.0
BLUEBONNET TRAIL ELEMENTARY,TRAVIS COUNTY,30.357371,-97.610454,C,41.67
DOSS ELEMENTARY,TRAVIS COUNTY,30.345798,-97.781023,A,96.67
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.332715000000004,-97.870677,A+,100.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.220208000000003,-97.536843,0,0.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.068756,-97.753218,0,0.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.070828000000002,-97.75845600000001,0,0.0
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.219815000000004,-97.930089,A,96.67
MILLS ELEMENTARY,TRAVIS COUNTY,30.245483,-97.912871,A,96.67
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.212104999999998,-97.527218,0,0.0
ODOM ELEMENTARY,TRAVIS COUNTY,30.200234000000002,-97.78741,C,41.67
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.293969,-97.920136,A+,100.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.299011,-97.493217,D-,8.33
DOSS ELEMENTARY,TRAVIS COUNTY,30.362928999999998,-97.78765600000001,A,96.67
CAMPBELL ELEMENTARY,TRAVIS COUNTY,30.286995,-97.715753,D,16.67
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.221368,-97.51863900000001,0,0.0
EANES ELEMENTARY,TRAVIS COUNTY,30.302031,-97.811273,A-,83.34
KIKER ELEMENTARY,TRAVIS COUNTY,30.168709999999997,-97.87429300000001,A+,100.0
MURCHISON ELEMENTARY,TRAVIS COUNTY,30.444198999999998,-97.578906,B+,75.0
REILLY ELEMENTARY,TRAVIS COUNTY,30.326671,-97.732416,B-,58.33
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.330582,-97.756258,B+,75.0
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.345710999999998,-97.893736,A,96.67
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.212233,-97.977533,B-,58.33
ST ELEMENTARYMO ELEMENTARY,TRAVIS COUNTY,30.224058000000003,-97.779226,C+,50.0
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.211609000000003,-97.82329,F,0.0
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.365296,-97.521447,F,0.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.149054,-97.816172,C-,33.33
NORTHWEST ELEMENTARY,TRAVIS COUNTY,30.427288,-97.662002,D-,8.33
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.373165999999998,-97.89964,A,96.67
POPHAM ELEMENTARY,TRAVIS COUNTY,30.136584999999997,-97.676755,D-,8.33
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.096903,-97.757037,0,0.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.466696000000002,-97.936499,0,0.0
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.256221000000004,-97.934951,A+,100.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.182159999999996,-97.57820500000001,D-,8.33
TEXAS PREPARATORY SCHOOL - AUSTIN CAMPUS,TRAVIS COUNTY,30.319516999999998,-97.67141099999999,0,0.0
CASEY ELEMENTARY,TRAVIS COUNTY,30.160353999999998,-97.82361999999999,D+,25.0
PATSY SOMMER ELEMENTARY,WILLIAMSON COUNTY,30.518128000000004,-97.765879,A+,100.0
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.25212,-97.93265799999999,A+,100.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.422297999999998,-97.924859,B,66.67
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.129269,-97.59421,D-,8.33
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.283466999999998,-97.755779,B+,75.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.329259999999998,-97.79348399999999,A+,100.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.157912,-97.83023100000001,C-,33.33
PATTON ELEMENTARY,TRAVIS COUNTY,30.255898,-97.835613,B,66.67
EANES ELEMENTARY,TRAVIS COUNTY,30.291307,-97.80350899999999,A-,83.34
ORTEGA ELEMENTARY,TRAVIS COUNTY,30.273333,-97.688192,C+,50.0
CASEY ELEMENTARY,TRAVIS COUNTY,30.189221000000003,-97.81885600000001,D+,25.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.314849,-97.842164,A+,100.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.321536,-97.524198,D-,8.33
NORMAN ELEMENTARY,TRAVIS COUNTY,30.287946999999996,-97.67407800000001,C,41.67
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.450692,-97.624427,C,41.67
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.371138000000002,-97.93389,B,66.67
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.373125,-97.516925,F,0.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.343914,-97.790595,A+,100.0
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.411456,-97.543254,D+,25.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.383196,-97.957127,B,66.67
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.430172999999996,-97.803777,A+,100.0
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.392015999999998,-97.918339,A,96.67
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.369765,-97.86370699999999,A-,83.34
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.389260999999998,-97.98265400000001,A-,83.34
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.365734000000003,-97.673227,B+,75.0
CASEY ELEMENTARY,TRAVIS COUNTY,30.184407,-97.804612,D+,25.0
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.374696000000004,-97.88435799999999,A-,83.34
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.348546999999996,-97.853774,A+,100.0
BOONE ELEMENTARY,TRAVIS COUNTY,30.199796000000003,-97.84682600000001,B+,75.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.257140999999997,-97.88929300000001,C+,50.0
PICKLE ELEMENTARY,TRAVIS COUNTY,30.334805,-97.697011,F,0.0
EANES ELEMENTARY,TRAVIS COUNTY,30.285671999999998,-97.806464,A-,83.34
LIVE OAK ELEMENTARY,WILLIAMSON COUNTY,30.448811,-97.770567,C,41.67
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.281064,-97.83779,A-,83.34
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.220431,-97.980474,B-,58.33
READ PRE-K CENTER,TRAVIS COUNTY,30.353721000000004,-97.742367,0,0.0
IDEA RUNDBERG ACADEMY,TRAVIS COUNTY,30.365523,-97.685994,0,0.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.328044000000002,-97.804964,A+,100.0
BRENTWOOD ELEMENTARY,TRAVIS COUNTY,30.341325,-97.726218,B+,75.0
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.532327000000002,-97.753958,B+,75.0
GATTIS ELEMENTARY,WILLIAMSON COUNTY,30.512254,-97.634649,C+,50.0
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.431010999999998,-97.55846,B-,58.33
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.222887,-97.937721,A,96.67
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.038571,-97.70584699999999,0,0.0
MILLS ELEMENTARY,TRAVIS COUNTY,30.216169,-97.90021800000001,A,96.67
CASEY ELEMENTARY,TRAVIS COUNTY,30.181253,-97.808883,D+,25.0
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.221740999999998,-97.923275,A,96.67
