school name,school county,alat,alon
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.240945,-97.925398
ODOM ELEMENTARY,TRAVIS COUNTY,30.19694,-97.795375
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.331575,-97.782416
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.321556,-97.826915
MILLS ELEMENTARY,TRAVIS COUNTY,30.237844,-97.900441
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.357441,-97.855395
MANOR ELEMENTARY,TRAVIS COUNTY,30.372088,-97.563089
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.212024,-97.523341
BLUEBONNET TRAIL ELEMENTARY,TRAVIS COUNTY,30.348091,-97.614711
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.264528,-97.79545
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.372792,-97.81454
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.418013,-97.801878
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.281455,-97.768814
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.166985,-97.852059
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.425252,-97.748222
WINDERMERE ELEMENTARY,TRAVIS COUNTY,30.472872,-97.637782
JORDAN ELEMENTARY,TRAVIS COUNTY,30.302847,-97.642252
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.222753,-97.927382
MURCHISON ELEMENTARY,TRAVIS COUNTY,30.481109,-97.589104
COWAN ELEMENTARY,TRAVIS COUNTY,30.187721,-97.820942
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.411515,-97.918275
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.225492,-97.522131
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.109025,-97.674944
CALDWELL ELEMENTARY,WILLIAMSON COUNTY,30.480436,-97.655138
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.376558,-97.980986
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.150519,-97.743235
BLUEBONNET TRAIL ELEMENTARY,TRAVIS COUNTY,30.382216,-97.608176
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.488728,-97.57696
CACTUS RANCH ELEMENTARY,WILLIAMSON COUNTY,30.537866,-97.732318
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.165197,-97.836338
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.271332,-97.470825
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.124953,-97.742819
DELCO PRI,TRAVIS COUNTY,30.399595,-97.65506
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.150319,-97.841207
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.426203,-97.607741
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.316624,-97.833576
CHANDLER OAKS ELEMENTARY,WILLIAMSON COUNTY,30.555033,-97.750304
MCBEE ELEMENTARY,TRAVIS COUNTY,30.391116,-97.688024
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.066596,-97.674533
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.406831,-97.769593
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.322931,-97.791311
SMITH ELEMENTARY,TRAVIS COUNTY,30.192947,-97.7
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.040866,-97.706463
THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,TRAVIS COUNTY,30.259658,-97.667882
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.072851,-97.743168
BARTON HILLS ELEMENTARY,TRAVIS COUNTY,30.249771,-97.782424
LOIS F GIDDENS ELEMENTARY,WILLIAMSON COUNTY,30.531776,-97.843584
CASIS ELEMENTARY,TRAVIS COUNTY,30.309098,-97.782403
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.392142,-97.536467
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.377137,-97.512876
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.29153,-97.841913
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.246418,-97.933666
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.285978,-97.921937
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.164119,-97.593469
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.384547,-97.831004
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.361921,-97.898568
WIELAND ELEMENTARY,TRAVIS COUNTY,30.417219,-97.628913
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.286877,-97.933258
DESSAU ELEMENTARY,TRAVIS COUNTY,30.409026,-97.631923
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.25386,-97.894896
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.341907,-97.914923
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.125785,-97.732833
CHANDLER OAKS ELEMENTARY,WILLIAMSON COUNTY,30.553459,-97.735987
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.227297,-97.591348
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.335285,-97.869379
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.422924,-97.964653
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.385613,-97.930519
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.27616,-97.885852
MILLS ELEMENTARY,TRAVIS COUNTY,30.204144,-97.874512
NYOS - MAGNOLIA MCCULLOUGH CAMPUS,TRAVIS COUNTY,30.391451,-97.70002
BLACKSHEAR ELEMENTARY,TRAVIS COUNTY,30.271457,-97.724499
AUSTIN DISCOVERY SCHOOL,TRAVIS COUNTY,30.272463,-97.619581
EDEN PARK ACADEMY,TRAVIS COUNTY,30.21373,-97.801387
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.180009,-97.916078
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.353106,-97.513084
WOOLDRIDGE ELEMENTARY,TRAVIS COUNTY,30.367123,-97.707275
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.124498,-97.687914
ELSA ENGLAND ELEMENTARY,WILLIAMSON COUNTY,30.49766,-97.746513
MAPLEWOOD ELEMENTARY,TRAVIS COUNTY,30.291622,-97.704485
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.511147,-97.891644
TRAVIS HTS ELEMENTARY,TRAVIS COUNTY,30.24204,-97.744786
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.135719,-97.836692
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.144887,-97.576851
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.273434,-97.778028
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.143994,-97.820694
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.50128,-97.838213
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.277683,-97.87253
PECAN SPRINGS ELEMENTARY,TRAVIS COUNTY,30.30195,-97.674579
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.392749,-97.806278
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.442545,-97.819499
CASEY ELEMENTARY,TRAVIS COUNTY,30.186935,-97.820103
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.219992,-97.937825
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.265029,-97.813599
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.283321,-97.460753
POPHAM ELEMENTARY,TRAVIS COUNTY,30.118415,-97.593551
HARMONY SCHOOL OF SCIENCE - AUSTIN,TRAVIS COUNTY,30.397232,-97.694473
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.152415,-97.746405
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.501061,-97.873888
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.280048,-97.460189
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.486235,-97.594363
CASEY ELEMENTARY,TRAVIS COUNTY,30.166005,-97.823828
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.367794,-97.981786
CAMINO REAL ELEMENTARY,HAYS COUNTY,30.005589,-97.715872
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.340963,-97.978846
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.364027,-97.893808
BLACKLAND PRAIRIE ELEMENTARY,WILLIAMSON COUNTY,30.490437,-97.625109
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.042264,-97.709773
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.423186,-97.941349
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.377291,-97.960731
OVERTON ELEMENTARY,TRAVIS COUNTY,30.298669,-97.629954
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.38857,-97.804245
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.398003,-97.973347
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.504145,-97.903778
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.342854,-97.880045
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.379454,-97.894665
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.336874,-97.904713
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.430931,-97.804951
CASIS ELEMENTARY,TRAVIS COUNTY,30.293962,-97.759954
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.325446,-97.981016
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.390628,-97.918373
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.276636,-97.481599
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.366715,-97.969552
DOSS ELEMENTARY,TRAVIS COUNTY,30.362708,-97.766359
TOM GREEN ELEMENTARY,HAYS COUNTY,30.067719,-97.780068
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.294402,-97.946978
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.50841,-97.729193
SIMS ELEMENTARY,TRAVIS COUNTY,30.280486,-97.696952
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.324088,-97.849341
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.373163,-97.933712
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.437571,-97.906551
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.261056,-97.844959
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.315425,-97.966831
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.437927,-97.503514
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.495661,-97.597925
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.395542,-97.976533
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.363662,-97.849546
MILLS ELEMENTARY,TRAVIS COUNTY,30.241786,-97.904994
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.308841,-97.852926
OAK MEADOWS ELEMENTARY,TRAVIS COUNTY,30.289369,-97.643441
BROWN ELEMENTARY,TRAVIS COUNTY,30.341853,-97.70626
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.105578,-97.685253
PARMER LANE ELEMENTARY,TRAVIS COUNTY,30.424488,-97.692185
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.142715,-97.54919
BECKER ELEMENTARY,TRAVIS COUNTY,30.257509,-97.755304
CEDAR CREEK ELEMENTARY,BASTROP COUNTY,30.137325,-97.492091
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.153251,-97.849159
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.384521,-97.938979
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.219029,-97.906148
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.156188,-97.789009
SIMS ELEMENTARY,TRAVIS COUNTY,30.286393,-97.696066
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.30394,-97.499346
HILL ELEMENTARY,TRAVIS COUNTY,30.366474,-97.745686
MILLS ELEMENTARY,TRAVIS COUNTY,30.223383,-97.899251
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.474636,-97.91021
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.435825,-97.78663
ORTEGA ELEMENTARY,TRAVIS COUNTY,30.269194,-97.679611
POPHAM ELEMENTARY,TRAVIS COUNTY,30.130039,-97.629219
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.29279,-97.953862
CASIS ELEMENTARY,TRAVIS COUNTY,30.319676,-97.783017
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.391748,-97.895945
FERN BLUFF ELEMENTARY,WILLIAMSON COUNTY,30.513592,-97.715334
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.363443,-97.835574
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.339077,-97.990844
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.291732,-97.945707
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.243642,-97.998483
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.311139,-97.862008
COOK ELEMENTARY,TRAVIS COUNTY,30.373631,-97.703223
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.49983,-97.596063
DOUBLE FILE TRAIL ELEMENTARY,WILLIAMSON COUNTY,30.536163,-97.637599
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.344275,-97.477186
POND SPRINGS ELEMENTARY,WILLIAMSON COUNTY,30.448978,-97.76391
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.433437,-97.909492
PARMER LANE ELEMENTARY,TRAVIS COUNTY,30.419987,-97.692027
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.289484,-97.953236
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.310403,-97.829524
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.384628,-97.975468
OAK SPRINGS ELEMENTARY,TRAVIS COUNTY,30.27832,-97.705419
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.149388,-97.78676
CAMINO REAL ELEMENTARY,HAYS COUNTY,30.003412,-97.800938
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.154476,-97.596517
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.271409,-97.821014
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.299768,-97.461192
DOSS ELEMENTARY,TRAVIS COUNTY,30.374647,-97.796871
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.321483,-97.83105
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.337148,-97.870656
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.415179,-97.919495
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.463868,-97.934501
HELPING HAND,TRAVIS COUNTY,30.310977,-97.731361
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.20491,-97.817428
DOSS ELEMENTARY,TRAVIS COUNTY,30.36072,-97.783548
DOSS ELEMENTARY,TRAVIS COUNTY,30.360612,-97.784306
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.440616,-97.522705
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.319255,-97.813306
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.257877,-97.846674
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.294887,-98.018299
COOK ELEMENTARY,TRAVIS COUNTY,30.375332,-97.701429
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.414726,-97.868527
CASEY ELEMENTARY,TRAVIS COUNTY,30.170727,-97.812548
CASEY ELEMENTARY,TRAVIS COUNTY,30.186552,-97.814527
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.442841,-97.649154
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.33833,-97.781424
PATSY SOMMER ELEMENTARY,WILLIAMSON COUNTY,30.517177,-97.769397
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.244086,-97.972637
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.322225,-97.768246
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.383664,-97.829508
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.160981,-97.782647
RODRIGUEZ ELEMENTARY,TRAVIS COUNTY,30.200538,-97.748728
BRYKER WOODS ELEMENTARY,TRAVIS COUNTY,30.318775,-97.749575
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.145538,-97.85232
ANDREWS ELEMENTARY,TRAVIS COUNTY,30.319987,-97.682206
DELL CHILDREN'S MEDICAL CENTER,TRAVIS COUNTY,30.300851,-97.711766
KIPP AUSTIN COMUNIDAD,TRAVIS COUNTY,30.274574,-97.648409
DELCO PRI,TRAVIS COUNTY,30.399497,-97.649793
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.378639,-97.813416
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.431706,-97.785561
EANES ELEMENTARY,TRAVIS COUNTY,30.280286,-97.804927
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.13327,-97.566386
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.31699,-97.805645
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.250843,-97.917375
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.468945,-97.61045
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.177809,-97.619634
MILLS ELEMENTARY,TRAVIS COUNTY,30.226873,-97.899322
WINN ELEMENTARY,TRAVIS COUNTY,30.315673,-97.669789
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.218252,-97.808171
MILLS ELEMENTARY,TRAVIS COUNTY,30.215159,-97.876804
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.360686,-97.473507
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.296235,-97.518871
BRYKER WOODS ELEMENTARY,TRAVIS COUNTY,30.292075,-97.75387
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.174246,-97.591103
PATSY SOMMER ELEMENTARY,WILLIAMSON COUNTY,30.502171,-97.76292
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.250696,-97.997745
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.140847,-97.80887
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.404045,-97.910682
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.334189,-97.953816
PATSY SOMMER ELEMENTARY,WILLIAMSON COUNTY,30.508316,-97.748137
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.32377,-97.786806
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.421947,-97.516563
CASEY ELEMENTARY,TRAVIS COUNTY,30.161547,-97.810186
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.283804,-97.831069
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.373995,-97.973943
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.084477,-97.662339
MAGNOLIA MONTESSORI FOR ALL,TRAVIS COUNTY,30.309781,-97.656112
PAULINE NAUMANN ELEMENTARY,WILLIAMSON COUNTY,30.475045,-97.824978
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.302413,-97.958483
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.159549,-97.78028
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.365361,-97.960659
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.483766,-97.916905
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.275986,-97.779289
ODOM ELEMENTARY,TRAVIS COUNTY,30.216308,-97.788784
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.362963,-97.904355
KIPP AUSTIN OBRAS,TRAVIS COUNTY,30.209696,-97.761505
BLUEBONNET TRAIL ELEMENTARY,TRAVIS COUNTY,30.384646,-97.601682
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.332619,-97.780314
VISTA ACADEMY OF AUSTIN-MUELLER,TRAVIS COUNTY,30.292354,-97.697403
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.311892,-97.518532
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.396647,-97.765859
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.41318,-97.569351
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.067202,-97.757129
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.451134,-97.623525
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.273992,-97.854655
COWAN ELEMENTARY,TRAVIS COUNTY,30.190555,-97.842564
MANOR ELEMENTARY,TRAVIS COUNTY,30.3778,-97.5597
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.420798,-97.961829
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.200013,-97.553605
TRAVIS HTS ELEMENTARY,TRAVIS COUNTY,30.246721,-97.739947
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.284201,-97.876874
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.368322,-97.941526
SMITH ELEMENTARY,TRAVIS COUNTY,30.201115,-97.693935
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.082414,-97.658839
ANDERSON MILL ELEMENTARY,TRAVIS COUNTY,30.453952,-97.81239
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.322741,-97.843808
THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,TRAVIS COUNTY,30.255594,-97.688614
LAURA B NEGLEY ELEMENTARY,HAYS COUNTY,30.039586,-97.89428
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.302597,-98.015581
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.366494,-97.954568
HILL ELEMENTARY,TRAVIS COUNTY,30.368405,-97.748202
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.21488,-97.570976
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.339769,-97.910653
LOIS F GIDDENS ELEMENTARY,WILLIAMSON COUNTY,30.522506,-97.847025
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.285127,-97.752039
BRENTWOOD ELEMENTARY,TRAVIS COUNTY,30.343131,-97.734245
CARPENTER HILL ELEMENTARY,HAYS COUNTY,30.132987,-97.891788
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.228317,-97.991434
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.293679,-97.963129
AUSTIN DISCOVERY SCHOOL,TRAVIS COUNTY,30.253732,-97.645448
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.441483,-97.521445
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.418279,-97.900616
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.318845,-97.85049
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.423509,-97.620218
BARTON HILLS ELEMENTARY,TRAVIS COUNTY,30.258621,-97.778444
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.439813,-97.649223
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.430616,-97.71578
SCIENCE HALL ELEMENTARY,HAYS COUNTY,30.012392,-97.83845
WINDERMERE PRI,TRAVIS COUNTY,30.458989,-97.648107
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.248224,-97.930116
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.437108,-97.820068
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.50017,-97.602237
LIVE OAK ELEMENTARY,WILLIAMSON COUNTY,30.465407,-97.765548
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.436267,-97.796857
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.389035,-97.798618
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.309872,-97.797194
DEEPWOOD ELEMENTARY,WILLIAMSON COUNTY,30.500573,-97.704977
EANES ELEMENTARY,TRAVIS COUNTY,30.292787,-97.806971
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.29838,-97.862884
WIDEN ELEMENTARY,TRAVIS COUNTY,30.19126,-97.743828
WINDERMERE ELEMENTARY,TRAVIS COUNTY,30.463121,-97.642628
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.10686,-97.748721
ZILKER ELEMENTARY,TRAVIS COUNTY,30.260029,-97.776237
SCIENCE HALL ELEMENTARY,HAYS COUNTY,30.016802,-97.826169
ORTEGA ELEMENTARY,TRAVIS COUNTY,30.265621,-97.690605
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.410578,-97.766174
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.362067,-97.999821
OVERTON ELEMENTARY,TRAVIS COUNTY,30.293766,-97.62763
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.244136,-97.900865
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.339805,-97.80931
LIVE OAK ELEMENTARY,WILLIAMSON COUNTY,30.461332,-97.772676
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.538429,-97.856247
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.150283,-97.738471
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.513339,-97.589926
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.325957,-97.868074
CASEY ELEMENTARY,TRAVIS COUNTY,30.174811,-97.813559
SMITH ELEMENTARY,TRAVIS COUNTY,30.177284,-97.701952
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.103854,-97.673028
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.170475,-97.831928
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.447298,-97.905572
MURCHISON ELEMENTARY,TRAVIS COUNTY,30.472438,-97.589613
RODRIGUEZ ELEMENTARY,TRAVIS COUNTY,30.199297,-97.742478
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.427331,-97.546502
HILL ELEMENTARY,TRAVIS COUNTY,30.384052,-97.756715
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.298191,-97.891887
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.48634,-97.901771
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.328302,-97.744701
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.435047,-97.709111
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.291916,-97.883405
CYPRESS ELEMENTARY,WILLIAMSON COUNTY,30.452407,-97.838478
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.369269,-97.988523
JOSEPH GILBERT ELEMENTARY,TRAVIS COUNTY,30.263774,-97.56856
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.33966,-97.850086
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.306591,-97.860487
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.254794,-97.829562
SUNSET VALLEY ELEMENTARY,TRAVIS COUNTY,30.236803,-97.807624
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.137981,-97.553513
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.492667,-97.844558
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.359234,-97.543432
DOUBLE FILE TRAIL ELEMENTARY,WILLIAMSON COUNTY,30.528505,-97.650641
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.30513,-97.845761
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.344447,-97.978652
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.388711,-97.998208
